leaguePoints,rank,summonerName,wins,losses,hotStreak,veteran,freshBlood,inactive,summonerId,puuid
1013,I,insomnia nights,686,632,False,False,False,False,QXEd6mMC-SZ8xvCzohagpyTCYDjNpEOz3j9L_xJjr1VN1FZTjbFdSQuEhQ,zrCOrvBC2rvjnsiPOeUbP9LDW8kL0QTkll-GWRyh9RAlwEyIEIt-4h19yhIlfp2ZK05vml84AHQfdg
1013,I,Cboi1,203,148,False,False,False,False,TudHG9mQPbCFY_Vf1nbQo1LcJdzs1YAgBkjtyPKppCOTNrKE,yIrMjPzYN4ksAGNBA9Vcq7a4BTGYk2hfK0Yxwk9O-6iXoqH1K_daXFZVWu9X8H4JGUNCHmmCqulUBw
1013,I,EU Kanavi,175,144,False,False,True,False,y-5lqMorqxmlIVX2iL6Ew2d9NGI65STwBxRqNJnjEUn63wnl,xguFZ8lmG-adbkTDw5EJ1nAh4aZ_Z3cZRLNm3PmZw6AdfyXQk56vG_13UJaDrHwjL9L1EkvFo4SycQ
1012,I,Mil mid,204,142,True,False,True,False,fPDUk2omanST7eE4oUhu0yRaypZbN8P3g92UAlwqWleABCUS,xmeRj88LDEcIUT-_0okqKvmoNSdWTdxh2pBHYXGrFywdBcg6Ibh8D5cHiwO20F9U-0oBm6nmMdGMrw
1011,I,KHK TLamp,322,262,False,False,False,False,d70l2f318uwfmH-tO_3sD9gIFWFdip9G7ltMhvNj5pVzkLk,dnS1Esx2TZwd5tgUnvS6QJKAKxgQJ62e-netu6KlhkB6ir0xE0w2ePQnRSme_g7xAWwsdKsemP8YXg
1011,I,Guarding You,313,259,False,False,False,False,Oujm_GTU4vwXUmwfW81UOnen29cdHUKOufWupFytvsUyiPs,X4T-XqUeM_ksITwknHId7c6ctLFSdnDQRTspW0HgOl0CWNxrNM3d3cthBPSejC2-5hrFgvYtJP-k4A
1011,I,Unméi,366,302,True,True,False,False,3AOZ7V-M5FA3Mf7jfv7lE6yrNsQKNkeXXYURysM_yrFcj2I,omVfQLqq4tNS9u74pTqVjYPiMB2MrzKmxxeq_I8EYFHVzU1mrS5sgyJTP3otdTFOpI8za7VSwWCQjA
1009,I,twtv rinanb,263,197,False,False,False,False,qmwRxt8oHhZCqle4d16qFsN4Z36UCC_G2H40YGSTjUE00IUL,i5F8R5_RXysKZrrABzlj0m2y1s9Grju-e0_3fD_Aizh7S2sOOVJlHlo9XTcMHeQzISKfMHyOQV4NYA
1007,I,Apelka,330,280,False,False,True,False,TuEzLjiXK0bOx6fby5hUax_uIg1bTKTx_V8yLWWzULicPB4,4OfEjAE_bGCaJvT0exEgtMPj2I8D2VRt2MLhDqGouswU9e3aK2fGLomRNzxeNISsTncz_wATN4EXuA
1007,I,buff tοp,268,197,False,False,False,False,QXCzZ4clxa6MdI0X8-oRjlvWbb-FZDNmZ4ojmIuEkNLfK3E,g1iB0CMntPVVkOeRZ2O-V01BDBfA2kFBmMFhS3r0BhphAKeWgweahV7A6Y-d4YseI7ZzqsfuEgSxWQ
1006,I,bad in head,142,122,False,False,False,False,lPt0_9rkBMbZoe5_1r5aMKgPxD2bbBvXnBEenKPNNPG-TnTXnOTSqieHfg,JB0wSl8oGxiZ2qJ2mgZoenxRIxa0v_Rer72z6Js5YIjkbGuw7OFTC5XrPMsYqFwoMllNX8v0gioQLQ
1005,I,T de Tochas,534,471,False,False,False,False,zt7fFGwofwGOORPYlfbOewo4NQHY6msurivBcKcfGv0SeLyx,o5O_iWeYz3BAvGSXZ5gQ0-2DLJK_4YszJ3IkkUWXw_rycvos3zj1b1FUT8IxBsSIT-PzGF2gB8mDQQ
1005,I,Happy Alexx,839,790,False,False,False,False,8U1bFxamY1ttsZ8dKzdHlwOgLQNNgMN7lp7w6YPsoHzbtUo,M74MWAO7mMkRlxHavIOTBE-1M918q19_E0u5E_1OYduZufS5Ua7m_PL5aNMOt6fOAwET3pLq-19Mng
1005,I,LE CACA PARTOUT,127,107,False,False,False,False,08cA4PcuhmUhbihZD1NvNTDEGZi6J-bP4sa9XzOzWEw30KQ,pZO50RQlY3FL_JkzrLdT95PPGUsyqa8XMW0wH2o8ibFPLmTzVpiGNt6yVXH6bieJxwrc2NKDe-BopA
1005,I,KE Palacsinta,202,170,False,False,False,False,TArPAcSl6kWnbaHWu6WUFePMJJVT6g0ffmUSr-rM0VWvgkYxZZPDlqXq3Q,sWxDqMl9bz_6vRHROMbktnVJIxAU71p1H2EvnPYCNhBzOqGgCVpJH0ErLXPjuwr4dkAyazAoB82DKw
1004,I,RRRift,279,234,True,False,False,False,gunfCuzg91w2kGcSjMBEdZTygHEZlU9DBpsoaVbyvL4Jgn7W,AN1ISWgQqnLaZKSQKZjMUPMKOWPc05TeWv_WcfcijNxg-UOoGyrDDgKfZQqmWHGEUs77P0dp1182Aw
1004,I,2023gg,318,264,True,False,False,False,Q7Zs1fgSFTr63-fTV8XDfZqXUe_cTGZW-lfCEydzE_raasc6,WAqWOC2p5uFYKBzKi7bPRlmkHUWWGAtnEZYgdVVIzb0qEfrDuxnZmKwZRBcY2xDW1fDcCHOrWQLT7A
1002,I,she a bit loco,288,233,True,False,True,False,EJzJqEq0BNurVfDwixPWAO6c5OBOH5VYWelf6lt3IMJPxyI,XGvkeHh0QYzJ0mvnVquqXjOBu_sz9NO9T4FwbrQfWilbWbOoU8-1Oh0zdGZImkUfYMZVMrLVQnnYZw
1000,I,Theunited,349,290,False,False,False,False,8mtAInKe8qJbz1YcuuHPsIjHen5GcBSm5xkyafkmaJ2ezIY,mDq-6u7IvAN3vw_kYSKDJ42LKtX8QiuJVyVS8Um_n3NZFJcxsKd_rCmfskuc3FwudkxjL7PhWPOrzg
1000,I,roblox in head,337,283,False,False,False,False,rc9yVKj-pH7QVBQT3SCJL41CdwCnK2JcemvWk9qPdx7mjq8,DCdXPWE7Ert18ru9OyRbSqhtqNnRTHbL1Tc3yLTbqiPlJClxejN64rYQLzgPY9ra7J-69ix6qjVEdw
999,I,Xixauxas,360,312,False,False,False,False,acPemSDMMuFdk7Bg-fJUQl-SGVm68N3s-vBXqiR-MtzZE1g,IvMbZX04hKAErYwux1Cs_mf4MD5sq_i1dgHYzyBPPI0oSDbBZxFeq_O91edN8hT3qu0gndqyKvcUMg
999,I,Nash3,180,145,False,False,False,False,UuBts2ptZxa0ZUGEUVqAuR35DCmgiDMA-idXUuPrQ6HyuQat,l1h4cHKcMckFj4j75GQsJYs8bW-zrfNdZYA012SQWWdsZ5A-mhTR53oANSYNmbtzNzAocxpIgMdggw
998,I,SaNTaS,462,418,True,False,False,False,AoQzGx8n_PBYbkFafBodbSefbsSr-6SxDXHpWyVKKXkEtHie,v6jnAfCd9kw8vMae84PRie6Q7DSKLO8D1fagbxGgSf4Pq86-FOV2qI_qlBjIPSSFKok_li1eou3A1g
998,I,Fressko,774,720,False,False,False,False,GRiGkd2ySFoFn-j26F3V4N7cGsgl2A0LoJxgALsliMx4n7_s,DRHnA6x56Al9PCa4w4mEzVs0jYSgxPlUYnFv2rUpiK6qALwgmLqF9BrtoLDZIY8gxuWVPxNAQMsZJw
996,I,TraYtoN,500,446,False,False,False,False,fF60gjOEH09AcQrpaGEu8fGbWcY1H-Im3zVKC7jvlTwECns,9O0-syvYP3t1ldQqVYWMXC0g4czFmh0D2XLVwcW_upxTVfAo1Qc0__ix8z_H_muX185tho7cDeJiYQ
996,I,Just an engineer,324,275,False,False,False,False,EWYb2aeaLzaXn9_zZyy-OzEZbBbWdSvcACra1yKeK9vBt6w,ABRy6pbLlBjXdwE8rds7-dCDYhMknwEncs8aHD3ugbcu-uHXQ7iVeFzltvpWpUyvLb6hnQMaq27anA
995,I,FαkeTaxi,366,316,False,False,False,False,XoCg5RAslC65OwNVhdZDSl9tLhwn1-bNY2FpDrzHA1jLiGAi,96-lYzRdMOU2vxaEAij9NOAqZip8tWlWTfmaULd9MNDkvJFb8_f5H5qZl64jaiVnMnre2GMv9LmVag
995,I,Killua ZoIdyck K,286,231,False,True,False,False,AuYm-UixvhogbJrm-E8U0fP0W4u_Rq8M8OltiLWON0pFQ0G0N3Ul_Y6rnQ,6uAzXF5rlQpiTQF6GDr-x9R4bmnOM1QdUJFPIRYtFU0MU4GzP3CWfzrd4WVzcWm2LvP4ZAVZTchhtg
993,I,Amaretto Enjoyer,226,172,False,False,False,False,YICLGmQOtOM-voLLIZDPyJw-GUpN1phrhAH5FcyKuu8NXx4,x5Qmu-GjOMSmES8EvVwy2YO56gCnubF3_MbHBky_jPNW2F0_85PtVrkx3Ohwf9z1eZkxYVpbl2iPqA
993,I,B Ζ,299,244,False,True,False,False,7RD1hsUyrXH3bubKrOtJa0JVPBPkx0SOxdhgSZLOIcty5rc,u0QHxQFayFtqT-KTLF3s407e9sBiKKEO7dROjVEhJH6FCgPbIO8Blxx0a1o-gz5J6sUND1pwGsw8IA
990,I,FOX AK4SHI,209,178,False,False,False,False,oCzcm__pU8VeShj00D-MRLy9-aiu7OLGUZg-urMz_p96X4U1,rowgpbVD3YDB5EJpbeJnFK0d-St08lVvIE8c5L4HIn7swOD3ew1lxx_SqD-e53FNCEVgHPyFUcKXYA
989,I,khtur jchc,939,880,False,False,True,False,Q0Bwn18fXVyz5vDmR2SUNMQ1sfcelr2hpWd8HNQC9fFQ0mI,YtAUg_jPkOBfNZMWpY5U0apYFYjKdO1R8yvwmJZkXMHjPC1ppYGPcE0fomu4On6N0M5Ty7l1pfrVkA
989,I,John Wick lV,206,173,False,False,False,False,ob7WI0dkTZMaFk9KNPRG_6Id3xqpGRn0wPn2Fr340NCoDOwtiPqhX5aZhA,k26Sgv3FdcpWkElJKF5XiqsvbnIzW_If2Y9HLhadCdHN5awk5qS0W6rhclt96y9HOH2h2DJCgq3JAw
987,I,tempqblmesawjagw,186,140,False,False,True,False,UJZRlRgJtAItvCZGlxZvob658A3Un3GATcPsGEbsEbV8N9jugOJP3EUXjQ,xpyW0IhZSd9VtOJONLi1LJIDbm_PIkoa9pr0dIwdKBiTTKDdI_Lknk4IypyHrhofMaYxRqFRcK4azw
987,I,Modified ,192,171,False,True,False,False,O-BpAIKjqOSU-3wORc1yyFP-bK_Yk47cCWw3tj9qO7q7AZ5m,R8hpY90FKXacDbRxyDrtU_hK6Qbz0AhZsX4pnYHpz2wL0kEyJ62At9O_xj3wI1uuNfa6WJN58VTG3g
987,I,JDG Kanavi1,165,103,False,False,False,False,zsDjU0USegQJEn9-1dLzn3RL-PgtXBf2IYGVAraDDvH1aci5,r9wtlsU76Sd8taBWlafKjmUlHscLbAQWIZRJx6jX3XExlV8m0Z7m7ga5Xlcmesuyfi5KJKHDGMqyzQ
986,I,perma pressured,264,208,False,False,False,False,KHnVbxjAmqw9N22qUuGmauee4DiqUCKTvLtZbz_bf6GYHfQ,EFrJgFb-ppZ9gGKbmhDllTLFU4jBNBqgbIkO1vZCcbCJdVZGi61YT2ENtZtwjwhInqYhPIsosY3Lag
986,I,Dragdar,358,305,False,False,True,False,hdOX2wV7qMxgVJrdQzH2WO4rFUldFbS3U-j7-z3Ef8Zw4eE,rcPQTsnZ1lhitZ3Cx7ZBbYL1a_mvNI7MdowktChAECCFPwnTxDO0kTatUhm1IHLpEYkwDSolVK361A
986,I,PIGEON OWNER,515,461,False,False,False,False,6gZ6dZcngerZ4hxH-1KJQ5Fz0vw4lA260FcBRVvkWL7Jp8k,YIjddD1Bp1vO0DcbGj9zGvo2sW93vvrzaOZXPQy6gpnhELb0Jhd_Z-U0WfN_5fzST_DBMRbuaZgSHA
984,I,KARELIASABUSER69,477,414,False,False,True,False,Q4ufdw6NEim-gJD8Zs_62kVxCrNSIGLn1DQZfP5j5dfPUtrc,9iKOMT3bSZoA0Jymd8iBO3kxVMVZfQYaeNgFaWCLiDRfPGXCoEBzp69F6qjuPmqxdCT-niYC-8-P2g
984,I,TianCaiMeiShaoNü,555,475,True,False,True,False,bo-BPdkIkBG0jrCOV15digK0ilp04c9Ph3vb8ftZjtHbKoT_WCUO4EsP9Q,g4_3u7yXvD5dlo3YXap3mHzgWRvMynrAOMwquI8d43a8YmoiTvup3WCWkEqeWyIMZG9jeqDhcyxZJA
984,I,AttackFight,206,177,False,False,False,False,S98BLQx040ecJVP8nLyaF_1pXsUkQOVjB67hitBZyhLNN0r37mln2v5NVg,VDZdcmfFVEpYrshbD8QGnJVjBrrWoRlcJ7CARy9Su2do5A5QidP-8t_ecHx7xVoDma4T_gJc71L8Hg
983,I,TwtvJukester lol,754,696,False,True,False,False,iAXmyTrmyTjbz05XeESwdy2HxJZa6DZwtseYammP8G6F2XA,iWM3giadWN9fGlO4A7q8KMe4b5uHhaQsoAr4ny_yL--TUpoPSGyULUJsPPQ6yktgVKOFelt0YdnhMA
983,I,Sn1lle,372,320,False,False,True,False,4XQhPr9mYglCg5MaW3HP87vjPvP2yisTiCm21qTizoE7h1M,S_N_AMp0baisJbHzha8xg5FejFiZfEtsfNVmqgVHWoJ7VQil0kqCD81piNeyXsGTjtDODixg2M13Vw
982,I,hayna,274,223,False,False,False,False,7doyyE39EZRNGpWrEzszcDb5D7PnJr0meoplWYIPqi-Do-gp,yosIWqnV1UMLWcRpgUCOGMEeMxy60gVB8DSA2PFT5ixmVqkL91TuAOrtCrjtj0zWNPPgxJJ2UxJyUQ
981,I,Alan234,407,355,False,False,True,False,c94W_jYmawQ5BYuV8P_kUxfUIpwRWlbYS9ujgj_96Thtgjk,CX2PSOM758VBpKBl0XKmmAPIM61mqwfxdIMF27K1GfKxP0upQSUppyTmK6b4y7MjCbBEbSdM4X8sxQ
980,I,MADM DenVoksne,205,176,False,True,False,False,FrRXwI_MHHFFNuGOONGctlOb-_UFURE0cM78DjtMh-lLCT9U,YiRgv8H0kKSUZnjmI7Q4W8VZr1QEPCJ58lJsE1aTyHpISu5nuogRBSHAnV0YiIbsw2wlVnjwmqw9Mg
980,I,Kæmpe Røv,205,151,False,False,False,False,kE-Mv-TtsnrcP5dk74aa2wIoCGpm1rxuecXkciV36DxK-QSm,LaxOkpBjbUU4R5ET32JdKxIpJCii3hM-jOsgUn-c6BiUKqHxr1iHLY8MDk-Exj8jPUKRr6vZUbLjrQ
979,I,MazeRunner0xFF,321,265,True,False,False,False,2lPBYEx_kvTxgvzvwt7ZlYxjJliMfiT70LjWP_pkpQkHiA5RCTJEUEO4ZQ,5HSkohKGl9WOtSohhxnjaSKF-JGzDzx8DXpSD470299lhLTyDP3UrGMDzR44VA5v-Utzd7pUSjCgCg
979,I,G2 Pukita ,855,808,False,True,False,False,cbybGWdTjd93LNTVYU1kFuqbj7ODqY6mnSs8FiXH80SNvWtJ,wN9hbt1B5EIX5RymtR1RxIg5OI_lkpzHJF1zTSQcO_R_EwTigchlvGRAytTYNOQ2X4Jw8KnNody4Ig
979,I,Calmsky,296,244,False,False,False,False,GLC9X3BqeFIBcpnXyV9s1RxIo_lXgz3IWwRbYgg70gnhIUQ,SKargWxwjGqk4bMy-IhYXw-QAO4ZB7jpfz5WoJZIB00R5kjpoeIeaKSGp7BWtprPR8f_TXKWQpHEqA
978,I,Maître kebabier2,530,468,False,False,True,False,Ric6uZRXRuZ0Sao-X6p5o9tnFjSWL8FGRcuGTC-xUQRlotgx,VZOtTkP5nqJ2NB9v6Yl5s_UyfAVaZm1sOSvm5J73tkwpbqzjPhQ4-O6rB_6gahJf45ZPjZ51a4BOWQ
977,I,LST Crakan,503,416,False,False,False,False,6MK9juan5LG_sdgmqKRdD6hAHygfvNOKyczqTamqqWS-Aeyh,0m7yn7RqfkzKCm_y_HsyZ6WY_CkOX2gs6hCIdxYty4zIQG968DdBouUBT5GUkdMH7vDFITXKp0HoiA
976,I,snmvk,359,304,False,False,False,False,u4y6XsRe3GylfDarMCFBk_vI8xcCoRFH57837vHFK4mluhQ,Vse6rUa0c9ojnsRNwLhA5BjUPnX_E4-AXfBMl8YQyQ0yo6iMXcqExm7wr1JbTJ9AEEfFHpZueY-lUA
976,I,Notiko,545,496,False,False,True,False,P6xAtmsyyv6w0PT7mg6sb3MWzLoGOB0YZrQUxDAJKZtjFLA,bNF58Jg3SUeTIu4S5Tvaoq3liqDT9JeybNYKeDdDBpvJs2h5l-RIO5ct6rNkYXNY7p3bGQKyv3Bnwg
976,I,eIramir,639,590,False,True,False,False,yNoEcYYEyGIYn7CO1lyXZngJXob-d5qvYejVaGdM0OUFZkiGNlskGZ31hQ,UW6T30hgreJ8fagz2B3eVcxm3kkRHJ5wlB1hZLLccAhhdSdBH6_Lwb6F565Q_fU_ihBb2s0Rey0lHw
975,I,Afrogirl,390,342,False,False,False,False,_T2bi7M_bH_8c1NjzOrkQdW0u4aDiOUuEKru_ZokkZv_w_E,a01-G4rhqaPqodNaD7baBQg9jxhoBadswAjV2wBhf_ZolzR-caAFg7TN7LpQOSpEZXnoUAEFZpxKqw
972,I,Sakulechat,243,202,False,False,True,False,V1urNkPDrO_Ckm2xlOmBkTnVLFtk3SCO3QtnsJlOtHCAgVmd7e1AejFJNw,U-G11xy5vTmhuk04n-ob2yYwysG4fha7yWw-6PFoOCuA2oL4X-3dIws7jTIdDsOO8vcttR0_jE0amQ
972,I,Trymbi,298,246,False,False,True,False,lje2ODaVx0BHLPEZBOQY_wdoh1kiIgxM8ZfgggjDh3z3tZg,9D7QtIk9QqPomKYuAlIr_5cgAesB3x5fRS_q3x6gtQ3eIBhAojU5NyDJANNzhAkBAl_UjrE3Njyzvw
972,I,wοkeupIikethis,103,72,False,False,True,False,g7mCjv34G7gQ8yrbDinEOYqyhE1vu6UhoKmA6mjpqbnwb0osWqOXHrTcgg,OFPWxXAu8BCsWD_v4wQZaGM5G-83LyOBG6RjE8T7hXbRbWexA2FjLDouCGHCZTXrcc6CqXglaGMXHQ
972,I,RE 7,448,383,False,False,False,False,tdSXh6JGG9_GcV2rr_PdxTDzAyO_iL5Px8ie-uKvIX7_OQM,uYXincjToAZLm0OAOWEDBfSehm4PiHOmb2iPwEAnOtUPX58B09PPKAyTpEdhJj1tVhmVTvDLM_KqLA
971,I,DB Coοper,248,202,False,False,True,False,Ps1La_W-SmPq_JixUaImO5VMSszc5FNkM-bgaC8WmEy4nX0,3ONfcemrHgMVVDdgE3_T6bwfW4qEO1VTSdB-OZ4DkUKBgM3LVR4t0c6ws8ASKt5Oqdq5krBZ2fy2Hg
971,I,indoor fish,398,348,False,False,True,False,Kq5ggLOIJnQd6eee-UJ1b52rFBxFu5lpMRfg6x5ifWl3tPU,ghNJGfJ1D9bFesFOXXWu5WHxXOiqEfujfFES_qM539f7FJ170jJaeJaK3bf49yxphuAPGWrXL6BxEw
971,I,Neramin1,376,314,False,False,True,False,gxcUlrLS77JmmtEiOchtBv8zwVvWfMhdIOqETBYDp8IQzDQ,Vq4IPzIFl908g2oQrGIjvP6p-GUikN7MGjYnxVIK45xRmh9-k2azQ7HkcINI9Rgt2EFfFS40bCDJ4g
970,I,ZYZZ BRAAAAAH,563,514,False,False,True,False,Z9iJ86NcS4K14-3xJHOzff2Aw_5vSE6K2wQ2wfRuiAoIJQ2EvZ2Ew7OlcQ,whifEJNgGHcHbr2a84y2zWUD6xNrU0lrsVecj2yiIXE7nhWT9uOy_F6ffS7IsC8RcnIKOV6LwRSm1Q
969,I,LFT MID,804,756,False,False,False,False,Qsy3_T3AlOGAh_W-LoIpwgTB2hvyjnKrB-jy5sVrlLr16gU,rvzezxJFM81KfGbtR-nAw8Wjnyv6NifiyUSjkOwYaah8GSyH_m6n435PXY6TIhxHtF7Ws-mRLezwHw
968,I,424424424,532,474,False,False,False,False,9w5XsFwS1og0ST8-6Ya4CKPqpJP5A-iP14c6zmdVn3xZ2aE,SHalSvSjlzXhu-voFMfxUQpjI2S9w52yktYs5amnd38mSGddY_MYtbxvaUtEcTCGmTEsFas3TqA16Q
967,I,WeAz SoRya,403,348,False,False,False,False,XxAfsbs3Y9MnEeox36Elq8aqXNiHpRtyRtioichdVeu2Mg0,WQXRdhBozg0-RCOKABXLXOAV-S_IkZNYCLsfvZuQwmEYCaIPxCelY-iGANI7cztAq2CTTLOywidAgA
966,I,dejfDawid1,465,412,False,False,True,False,rbzWxhEdFM7N5rvmQJzISxKtfpiW8aZYNQM0qMOokpyx-zY,9ZQxn6T3RkGKc8aerNGLjTvdVd2E9ohUPdv2b2ZnWIcrYXXaD5Y3unkZAjPBp1JBtsmHq7seON4FwA
965,I,Zaremba,232,186,False,False,False,False,4EmYooZfe93ov2MfgTvQexkEaGJvX6iT_PQpAE7VxC0Uf55K,U3aTJ-Z6Hej-jz6IQCmhIvCdcvEgOC7fEtcPeOAoKpySPS0gtK2tIfqXr7xSElrTI6vwbyrETcHMUQ
965,I,Infoneral,390,336,False,False,True,False,25N14SeUBlLFmu0RWdokDj-5F0mBYEicZOwN1D2IwRlkWLA,18daMI7UOhPY62KJefIePfZWQU04sw-AZrk-T-ygmOJtT6u-WvyZnXNk-s4zZogY6HBvIKrm5z9-tg
965,I,Tanu,267,220,False,False,True,False,_D5JgHAJMaC8A9M8Ytb0PSVxib5ClT2H6oq-P7gNyB_KWKs,Vuel3w4OBmYWRDu9C_GG3pKHCQLpOgU8JPEGE8T2VI5qCw2FvfLQLzEW0StcnLLOgdxwtyvZ3wkRRQ
964,I,Bark,135,100,False,False,False,False,TC1ujFu3VZuOg0YT_kfgMXCpVgMgwKZjRDBPrwcerRu1-NI4t57DDgtFaA,4vlushDbjvfTPKzvZe7DZx7r4gExr8jIpckFRUKmetmGhza3gLhydmZg58SbxdzG-gcLsro0EHJkmw
964,I,XWogen,508,443,False,False,False,False,wt7XCujaXpxcWPQvySY6U-mHS9o3RLLpcuW54RubiTsqlWQn,qAXDiiiptBvGMkvlTlWHQsRBlKy6hAHy4KANqLmG_YqkaMQLTqAI0zTqUNw8_1s9P_62z9O1bwv-RA
963,I,2024gg,226,175,False,False,True,False,sllgYGv812g17_DD6IFNfMsZOH8MphhlsdJsWLrUBpVsMiwEqmnNYvW5FQ,Zgy3WTg4YOpxWTwhHCKQjNpNjkRO0eYkwglbyeHZJBlupotVrIlNDPHPG4_U7LLzAQVL6GqJ0mYtyw
963,I,Fatihcan,679,635,True,False,True,False,_c4a8T9COhQ2rCCuzHaFNlsUXcv5keRvH-fWrb8EIRJSJt2o,bKEILGjlP_EMEr0hvYZcKo3MqcbqsC1ZkuJRzQvnP5ZccTmD2YJ-NW8wjMb9o9q3ZIMC3B9b8Y7T7w
963,I,Suirotas,162,127,True,False,True,False,qlY7g6wIrVZDmJOg9Q4YYNRKfnMmWTj_bGNRLsGfAIN28bU,4G0mT0Is5LNxnPAsTKP8sihwaeR2zmSFT9eol9RvieSuZHZZnrweZ9Fqbhjw2bb_LKx-xhZLX7wD9Q
962,I,chill in head,304,223,False,False,True,False,xvZ6V5U7p0AE_Qhy0GqQziOPprLL5n3p0GiVdLWtQLPZ5l0IA7fTIuy8mA,XQYa5t-kW--NkoPUiSkix4uK-RiWIZIdIwqjznJtDMIx0ueWED_P_kNul6ADfZ0gEqoGreQXNdKPBw
962,I,Obstinatus,541,493,True,False,True,False,remXhFYjLfJTVOfNqzFQtRG8Q5cfmYV8skPmanMNfLcSIy4,o3BtJ5g6fWcQ2OH_WVLi5OSMHFtU-2Tdg8XCNeEEKvqSoKnmy6kCYsLUR9HFJmbyexkMU6Zp9t2nAg
961,I,Cast,881,830,True,False,True,False,NHkqV91CiJ4RV6Gg7gT_DUaC5FwHbLQ-IFt0EdH9VIacUeg,uwwCcZKF69MPSyv6MFiFoo2pewyiKvYbKPRecFcvc05ZbDZ6Zm9w4vrafUESCD9hEeIwvwIWw-EP6g
960,I,mikasaaaaa,575,508,False,False,True,False,8IgX04GeTGp1Mv1r-F2EaPxZec8TgkN-Sxiw4eY6UQMRDuQ,vjD0ZAl1w42FxyjgxQdoMqEE_0x43HftWYc3qATmMIAJtQqa01z1gd-0vD56pJACSWB8iX5RHPkGGQ
960,I,MEGAZORD XERSUS7,503,445,True,False,False,False,kn9rUwIHpMq0Bkf7PhMLvw6nZPmRG4QhSE02CSdxNG2u_dI,RzPhIWUPDKUnJA41RHLNuL92sKY6W4jqgpP3um0D47NE0fW0pyxjn692UQHci20-Czy49rVBXC1SRw
960,I,honor honor,256,205,False,False,True,False,bsTX5YpbWArt71oSD9kCBlyYoVQxVIJbkre-3jW20Q1txMc,wsXozC52D-EgsW7Bj3RxVsjCT0dVXCILVqH2S5CKF1LLOJyBqRzbf8cfRfZnAVQQ5cABWsXBm_MKWg
959,I,Mikkel,363,302,True,False,True,False,QjWgvZb7vg19nZOGbc6Fqi-F2ym-secY_gNSpQkATAqoX44,1HN9dbShIOI39_2ISfiGa2luThYZwRCwUlQ1YM7eWYQ8MJUvdGvxSUQTRU_8w-8GsSgT54edmIMn0Q
959,I,Nightmares,227,174,True,False,False,False,f5aA2dx4HIT8iIu_Dy6_VHq7anh3HoUfS2z7TXftB2uf8UfR,HLhiUdlLw28LfAJRfYUzvAtwk1q9p7mhd8SHXGBh33x5EiWGMDJopoy7JUuR_VfhLHD0b-UDAHRehQ
959,I,FERRETTT,398,348,False,True,False,False,Ossbjrbc0lbS40QKtn1_yNtaxlttR63-ZmyTn3dOTe8KCyf1AjG4B2Uk9w,cAm_gxj0S2pXh98X4_it7917VioTt_IgmBodEjJ4jsWeVMaNy7qgq2-rVfbzaCC6KTGikZCY0LQ5Cw
959,I,LFT Strey,413,359,True,False,True,False,6DEJt4Y-4Q9UnRTgrY_086Cc_G2HySjRkwb33hzA2xz_fyBh,FDHyjWukZIDijbdSXBNtmNMLOeeQM7HFm_AVmGYMYAQxlh-izdbY-4ZTokDBTZ0TiYfiasMwfwr2JQ
958,I,VeigarV2SmurfAcc,175,130,False,False,True,False,FUouCl6_kxi0_NqhKaQvQft8leVi_nPrLHRAJMGy5cmtIVbD,JDTub_1xvgLCMxdVKM3bVCJiqgheBZSHcZWU8dJu-0Q_exx7AjnDqcYJ2n6wg8OHsTisCUew8M5oFg
958,I,sindrelolpro2345,646,588,False,False,True,False,vadbbN77W1bTX--70vxM0w4rbhvVJR44EoR5AmhPNkVr4uk,ZWVeZEJNbkqtU3E0vem9BKjh8TTI5tjye4gep84EgWdbaT2WDUkHiuanxU5ICMzDanoVsu4qKdznjA
958,I,chenzelot,362,304,False,False,True,False,k0pmUx9hZBtupEj-i2LpZ54ZTPpWQVWkcDxrXn-vrbsXhcRk,q4Jtg8_g3NnsJBw3sAjfYXoMQRIcf3I4Kxr9e9mgRoHwyNoqIGbuA51sY-lmO2wfhU3W2Bmh_abLMg
958,I,Dzu,352,318,False,False,True,False,r-DSVbe0HMxs9WbdPkE8J-cUgtaR4iVYtw0robR2RypsR30,jtDNXB_7p8KvenBqRDhvOeT4WPSZ8Yk_IaFsxGDeueXHRCWlDXsQO6H_Bpx_VME6OzMTIWQjjGBi-g
958,I,Sboi155,309,260,False,False,False,False,VWV_5HSFZWxxilLPsu3WWxIzhp9GYUL4Nrde3tfcfzJRSq94,BkIWeF59hKcPxjtezVtHaDZLS0uQDFgQMvUemKGx0rFcmOXOIDpReQ_TuXPauCSROVQLdA1OmAq9qQ
958,I,PaxNoKo,238,179,True,False,True,False,uva5LOMyHhHGL_JqNcEYhM1eK95SUedB1IPnamKupuOr8hI,TvN3z4PfM1kO6TPclo2WKUgAgOAfA0XRRECPs0xvIaoGch0hM8tXveHfZU4EzD2RnTEnbgS0lntWLw
958,I,twtv regn,387,328,False,False,True,False,hpCw33qfQV588rQVB2MBkcksq6rdKW-hYz2L03H_Hp3K7Rbi,XnhqiVXZSdlRrruBy57pAmE0RvaO-FSsrA3S28n1SZxPeeeRgh1pHKu0oGTtL1Ec0b9Cm4uj6HOqFg
